iter	MultiClass
294	0.08311851152
295	0.08308536206
296	0.08301183281
297	0.08295734431
298	0.08292021954
299	0.08285884162
300	0.08280521635
301	0.08276170802
302	0.08271707253
303	0.08265379219
304	0.08260504394
305	0.08255857201
306	0.08249116242
307	0.08246530374
308	0.0824092647
309	0.08237896887
310	0.08232719105
311	0.08226203027
312	0.0822060957
313	0.08218042397
314	0.08211976083
315	0.08210246307
316	0.08207003938
317	0.08201123468
318	0.08198122477
319	0.08194463884
320	0.08189106856
321	0.08186258168
322	0.08182201496
323	0.08176582197
324	0.08172917556
325	0.08169179787
326	0.08164007503
327	0.08159342165
328	0.08155639586
329	0.08152646292
330	0.08149111962
331	0.08131699282
332	0.08127125217
333	0.08124383197
334	0.08120020267
335	0.08116491435
336	0.08113009339
337	0.08107583032
338	0.08101863113
339	0.08098914356
340	0.08094125855
341	0.08091078678
342	0.08088335008
343	0.08084327271
344	0.08082506772
345	0.08079471691
346	0.08076338189
347	0.08073549433
348	0.08070296618
349	0.08063959786
350	0.08060318238
351	0.0805671243
352	0.08054216185
353	0.08050687903
354	0.08043284944
355	0.08037175194
356	0.08031657614
357	0.08027279839
358	0.08024938647
359	0.08021964048
360	0.08018936114
361	0.0801478817
362	0.08009113338
363	0.08005208969
364	0.08000015241
365	0.0799433656
366	0.07991837017
367	0.07989884558
368	0.07984564368
369	0.07981709632
370	0.0797874328
371	0.0797210294
372	0.07968193074
373	0.07964381077
374	0.07960552586
375	0.07957518605
376	0.07951571605
377	0.0794481415
378	0.07940576033
379	0.07935444986
380	0.0792866059
381	0.07924936017
382	0.07921980112
383	0.07919808819
384	0.07915324376
385	0.07911541521
386	0.07906332398
387	0.079035167
388	0.07899351161
389	0.07895207615
390	0.07890149696
391	0.07886221135
392	0.07882090786
393	0.07879215156
394	0.07876091552
395	0.07873174135
396	0.07869012994
397	0.07866818059
398	0.07859541011
399	0.07857382914
400	0.07854171337
401	0.07848961114
402	0.07845681906
403	0.07838531321
404	0.07833647149
405	0.07830509799
406	0.07826958424
407	0.07824671666
408	0.07820046466
409	0.07817698127
410	0.07814627306
411	0.07811980407
412	0.07808408139
413	0.07805680414
414	0.07802090001
415	0.07796589466
416	0.07791182952
417	0.07788313371
418	0.07785573
419	0.07782008429
420	0.07778575269
421	0.07775745825
422	0.07770864952
423	0.07768415444
424	0.07764803037
425	0.07761208775
426	0.07758173694
427	0.07752753435
428	0.07749139928
429	0.07745869518
430	0.07738381885
431	0.07734952023
432	0.07729275541
433	0.07724427658
434	0.07722094715
435	0.07719677096
436	0.07715590183
437	0.0771038106
438	0.07707853475
439	0.07704984444
440	0.07700679247
441	0.07696321266
442	0.07694386402
443	0.07688831983
444	0.07683526089
445	0.07679465568
446	0.076748981
447	0.076729165
448	0.076701107
449	0.07666676989
450	0.07664914772
451	0.07660096031
452	0.0765706095
453	0.07654011023
454	0.07651322337
455	0.07648230073
456	0.07644293814
457	0.07640427934
458	0.07638172517
459	0.0763334003
460	0.07628642252
461	0.07623935676
462	0.07620668565
463	0.07614002383
464	0.07612284153
465	0.07609919319
466	0.07606497704
467	0.07604103729
468	0.0760139085
469	0.07595868872
470	0.07593023483
471	0.07588939869
472	0.075866894
473	0.07584406491
474	0.07579701565
475	0.07577761203
476	0.07574475947
477	0.07570509448
478	0.07567987911
479	0.07564064299
480	0.07561770393
481	0.07557941902
482	0.07553031338
483	0.07549138516
484	0.07544914145
485	0.07542575153
486	0.07539792995
487	0.07537561221
488	0.07534510194
489	0.07532403232
490	0.07530589331
491	0.0752827948
492	0.07527064898
493	0.07524385009
494	0.07520737963
495	0.07517170093
496	0.07515400179
497	0.07510132773
498	0.07506418647
499	0.07503970788
500	0.07500886222
501	0.0749725897
502	0.07494667054
503	0.07491639121
504	0.0748843799
505	0.07486680722
506	0.07484604
507	0.07482529478
508	0.07476975059
509	0.07474280325
510	0.07471087991
511	0.07468032016
512	0.07463114855
513	0.07460696137
514	0.0745784305
515	0.07454752986
516	0.07452352412
517	0.0745107185
518	0.07450082699
519	0.0744747154
520	0.07443930612
521	0.07439600672
522	0.07436162563
523	0.07432893252
524	0.0743151372
525	0.07427885918
526	0.0742308862
527	0.07420253128
528	0.0741611893
529	0.07413261445
530	0.07410158184
531	0.07404538335
532	0.07397927686
533	0.07395281337
534	0.07389492689
535	0.07385879183
536	0.07383531943
537	0.07381490411
538	0.07378306875
539	0.07376514418
540	0.07374088002
541	0.07371422409
542	0.0736811406
543	0.07366057683
544	0.07362758131
545	0.07360015012
546	0.07356443843
547	0.07353160786
548	0.0734730121
549	0.07343000412
550	0.0734019846
551	0.07336236909
552	0.07331765113
553	0.07329913273
554	0.07327640811
555	0.07324546348
556	0.07321280886
557	0.07319113442
558	0.07315646742
559	0.07312518188
560	0.0731010057
561	0.07306967069
562	0.07304958527
563	0.07302362213
564	0.07300445493
565	0.07297343882
566	0.07294067973
567	0.07292119363
568	0.07287777327
569	0.07285480123
570	0.07280942896
571	0.07278245962
572	0.07275804701
573	0.07272926322
574	0.07271438473
575	0.07268868551
576	0.0726626069
577	0.07263566506
578	0.07261765801
579	0.07255645053
580	0.0725314386
581	0.07250082387
582	0.07247447035
583	0.0724481938
584	0.0724234183
585	0.07237909072
586	0.07232697749
587	0.07229933186
588	0.07227007522
589	0.07223298894
590	0.07220928012
591	0.07218670395
592	0.07215830505
593	0.07212849307
594	0.07209937388
595	0.07207295438
596	0.07204133345
597	0.07201131804
598	0.07199292061
599	0.07196694097
600	0.07195417933
601	0.07191459132
602	0.07187848924
603	0.07186152138
604	0.07182601863
605	0.07180392631
606	0.07177430678
607	0.07174988867
608	0.07172041759
609	0.071694284
610	0.07166296548
611	0.07162816102
612	0.07158148014
613	0.07156012461
614	0.07154577945
615	0.07151993727
616	0.07149792194
617	0.07146548725
618	0.07144332346
619	0.07141480909
620	0.07138916486
621	0.07136892548
622	0.0713559769
623	0.07132083704
624	0.07127435411
625	0.07124519094
626	0.07123051038
627	0.07120477267
628	0.07115837771
629	0.0711197629
630	0.07109742316
631	0.07104628314
632	0.07101208899
633	0.0709816777
634	0.0709602067
635	0.07093820236
636	0.07089701982
637	0.07086918175
638	0.07084116773
639	0.07081241693
640	0.07078634932
641	0.0707362045
642	0.07071621255
643	0.07070095467
644	0.07067116469
645	0.07064961671
646	0.07062708453
647	0.07059582099
648	0.07057651084
649	0.0705521807
650	0.07050298709
651	0.07046292072
652	0.07042682415
653	0.07038757703
654	0.0703648744
655	0.07033197785
656	0.07031156253
657	0.07028081034
658	0.07025629876
659	0.07021985579
660	0.07018029527
661	0.07017115703
662	0.07013323501
663	0.07009942575
664	0.07007408392
665	0.07004944037
666	0.07001773147
667	0.06998769956
668	0.0699661131
669	0.06992899933
670	0.0699105909
671	0.06988425387
672	0.06985559655
673	0.06984080603
674	0.06981098305
675	0.06979180486
676	0.06975825401
677	0.06973258778
678	0.06971479517
679	0.06967268341
680	0.06965087702
681	0.06961379624
682	0.06957565978
683	0.06955996203
684	0.06953908485
685	0.06951510661
686	0.06947894406
687	0.06944879118
688	0.06943131198
689	0.06940594815
690	0.06937733481
691	0.06934727541
692	0.06933505811
693	0.0693027114
694	0.06928626038
695	0.06926951795
696	0.06924271356
697	0.06922003843
698	0.0691808133
699	0.06916441726
700	0.06913103137
701	0.06910664625
702	0.06908364121
703	0.06905744714
704	0.06903230875
705	0.0690083525
706	0.06898541894
707	0.06896349158
708	0.06893812776
709	0.06890483533
710	0.06886305348
711	0.06883463808
712	0.06881317258
713	0.06879160261
714	0.06875846414
715	0.06871026573
716	0.06868604556
717	0.06866132504
718	0.06864219083
719	0.06861093829
720	0.06859305221
721	0.06856118935
722	0.06848981545
723	0.06847706481
724	0.0684496886
725	0.06843016951
726	0.06840915487
727	0.06836922596
728	0.06834273497
729	0.06832073063
730	0.06830429611
731	0.06827644154
732	0.06824913131
733	0.06823668857
734	0.06819735898
735	0.0681748048
736	0.06815944245
737	0.06813048822
738	0.06810599313
739	0.06808609466
740	0.06806863194
741	0.068035411
742	0.06800755093
743	0.06798482081
744	0.06795799443
745	0.06793797499
746	0.0679174717
747	0.06787527197
748	0.06785854053
749	0.0678507274
750	0.06784107782
751	0.06782983922
752	0.06780293586
753	0.06779197218
754	0.06775611204
755	0.06771002499
756	0.06767223493
757	0.06763780985
758	0.0676191375
759	0.06759670429
760	0.06757096658
761	0.06754194087
762	0.0675193482
763	0.06750637213
764	0.06747129825
765	0.06743855016
766	0.06741249905
767	0.0673878665
768	0.0673673742
769	0.06735322149
770	0.06732421777
771	0.06731096128
772	0.06729250887
773	0.06726382405
774	0.06722707317
775	0.06720644891
776	0.06717720877
777	0.06716138455
778	0.06714678647
779	0.06713574582
780	0.06710799022
781	0.06708224701
782	0.06705399106
783	0.0670343785
784	0.06701117002
785	0.06698664745
786	0.06693619472
787	0.06691386598
788	0.06690093939
789	0.06688421345
790	0.06686043865
791	0.06684608799
792	0.06682401217
793	0.06680863333
794	0.06679017542
795	0.06677319106
796	0.06675737234
797	0.06673068342
798	0.06671130729
799	0.06667086703
800	0.0666438592
801	0.06662017237
802	0.06660575024
803	0.06658313558
804	0.06656772925
805	0.06651836519
806	0.0664869422
807	0.06647828232
808	0.06646218319
809	0.0664479645
810	0.06641547483
811	0.0663884945
812	0.0663643898
813	0.06634320471
814	0.06631673022
815	0.06629307638
816	0.06627334285
817	0.06624354737
818	0.06623296308
819	0.06621393334
820	0.06618919632
821	0.06616034656
822	0.06613814428
823	0.06611466089
824	0.06610414257
825	0.066084552
826	0.06606087067
827	0.0660270504
828	0.06601331006
829	0.06598984866
830	0.06595777137
831	0.06593936844
832	0.06592121844
833	0.06590544921
834	0.06587862833
835	0.06584320805
836	0.06582458519
837	0.06580446678
838	0.06578047204
839	0.06576021067
840	0.06574113145
841	0.06572036973
842	0.06569401071
843	0.06566732729
844	0.0656312857
845	0.06560362907
846	0.06557951337
847	0.06555025672
848	0.06552402416
849	0.06550423016
850	0.06548302307
851	0.06546648408
852	0.06544549693
853	0.06542066645
854	0.06539021117
855	0.06537099448
856	0.06534629596
857	0.06532344488
858	0.06529560131
859	0.06527454268
860	0.06524921185
861	0.06523001716
862	0.0652103661
863	0.0651875865
864	0.0651667588
865	0.06513458804
866	0.06510716784
867	0.06507807065
868	0.06506015157
869	0.0650352991
870	0.06501312981
871	0.06498070062
872	0.0649632489
873	0.06493674143
874	0.06491722783
875	0.06490007303
876	0.06488424332
877	0.06486841361
878	0.06484849314
879	0.06482106194
880	0.06479960744
881	0.06478002786
882	0.06475647849
883	0.06474501996
884	0.06469724492
885	0.06467763786
886	0.06466434288
887	0.06463472334
888	0.0645906157
889	0.06457631452
890	0.06454953763
891	0.06453074982
892	0.06451709195
893	0.06450179558
894	0.06447995619
895	0.06446136082
896	0.06444335377
897	0.06442757904
898	0.06441043523
899	0.06439512237
900	0.06438165145
901	0.06435688694
902	0.06434427926
903	0.06432837807
904	0.06430909541
905	0.06429245744
906	0.06426901254
907	0.06424201571
908	0.06422866026
909	0.06420298853
910	0.06418710933
911	0.06416411529
912	0.06414479964
913	0.06412922285
914	0.0641099072
915	0.0640894149
916	0.06407316732
917	0.0640600263
918	0.06404493887
919	0.06401318598
920	0.06399498649
921	0.06397953066
922	0.06395863699
923	0.06392967725
924	0.06389650579
925	0.0638793125
926	0.06385720919
927	0.06384502488
928	0.06382774911
929	0.06380573927
930	0.06378891986
931	0.06376674507
932	0.06374438884
933	0.0637237041
934	0.06370876512
935	0.06368292294
936	0.06366331588
937	0.06361615115
938	0.06360095375
939	0.06357329163
940	0.06355031958
941	0.06352497775
942	0.0635003782
943	0.06348865575
944	0.06346923562
945	0.06345548429
946	0.06343937416
947	0.06341791966
948	0.06340218892
949	0.06338326365
950	0.06337208553
951	0.06334297734
952	0.06332355172
953	0.0633077715
954	0.06327359384
955	0.06326076623
956	0.06322739683
957	0.06320398491
958	0.06317953381
959	0.06316196663
960	0.06310530628
961	0.06308501192
962	0.06305715736
963	0.0630404864
964	0.06302070339
965	0.06300674861
966	0.0629909464
967	0.06294606898
968	0.06292326738
969	0.06290226374
970	0.06288658249
971	0.06287401879
972	0.06285891486
973	0.0628412652
974	0.06281696806
975	0.06279420495
976	0.06275455095
977	0.06273350882
978	0.06272616854
979	0.06270364736
980	0.06268983004
981	0.06266724838
982	0.06265280975
983	0.06263971821
984	0.06262296478
985	0.06259965733
986	0.06258251902
987	0.06257185225
988	0.06255277303
989	0.06253925812
990	0.06251673144
991	0.06249973058
992	0.06248351049
993	0.06246517354
994	0.06243401997
995	0.06240891457
996	0.06238253356
997	0.06236535126
998	0.06233587468
999	0.06231159953
1000	0.06227968169
1001	0.06226321417
1002	0.06223568401
1003	0.06221660478
1004	0.06219447948
1005	0.06217138647
1006	0.062149811
1007	0.06213781363
1008	0.06212262173
1009	0.0621071714
1010	0.06208285227
1011	0.06204876258
1012	0.06203400505
1013	0.06201221515
1014	0.06199190979
1015	0.06197327043
1016	0.06195645652
1017	0.06193922474
1018	0.06192622667
1019	0.06191195299
1020	0.06187879253
1021	0.06186115937
1022	0.06183385463
1023	0.06182594803
1024	0.06181245511
1025	0.06178181289
1026	0.06176779763
1027	0.06174694244
1028	0.06171974767
1029	0.06168874256
1030	0.06167642629
1031	0.06164722462
1032	0.06163668981
1033	0.06161257961
1034	0.06159885577
1035	0.06157902877
1036	0.06155915228
1037	0.0615422339
1038	0.06152169762
1039	0.06151253189
1040	0.06148744849
1041	0.06146438847
1042	0.0614517203
1043	0.0614335703
1044	0.06141024086
1045	0.06139039187
1046	0.06137931272
1047	0.06135791869
1048	0.06134977016
1049	0.06133269233
1050	0.06131174917
1051	0.06129462735
1052	0.06126934051
1053	0.06125941051
1054	0.06125175133
1055	0.06123125353
1056	0.06121031587
1057	0.06120181544
1058	0.0611854414
1059	0.06116422882
1060	0.06115246238
1061	0.06112484974
1062	0.06110876711
1063	0.06109545564
1064	0.06107433653
1065	0.0610529755
1066	0.06104155545
1067	0.06102531337
1068	0.06100794963
1069	0.06099180101
1070	0.06097000011
1071	0.06095138275
1072	0.06092995573
1073	0.06091632536
1074	0.06089674029
1075	0.06088550169
1076	0.06087278954
1077	0.06084851438
1078	0.06082980905
1079	0.06081102123
1080	0.06078686704
1081	0.06078251786
1082	0.06077528205
1083	0.06076326819
1084	0.06074035112
1085	0.0607272321
1086	0.06071451445
1087	0.06069977891
1088	0.06068080965
1089	0.06066666243
1090	0.06063718585
1091	0.06062157608
1092	0.06060163361
1093	0.06059073041
1094	0.06058171314
1095	0.06057263539
1096	0.06055419397
1097	0.06054110243
1098	0.06052467891
1099	0.06050564917
1100	0.06049188133
1101	0.06047034435
1102	0.06045320054
1103	0.06043312612
1104	0.06041829161
1105	0.06040688256
1106	0.06038769887
1107	0.06037641628
1108	0.0603644519
1109	0.06034711565
1110	0.06032786598
1111	0.06031234418
1112	0.06029974749
1113	0.06028630406
1114	0.0602643547
1115	0.06024679852
1116	0.0602273729
1117	0.06020532457
1118	0.0601810989
1119	0.06017148781
1120	0.06014832882
1121	0.06013505584
1122	0.06011432162
1123	0.0600998445
1124	0.0600783735
1125	0.0600545657
1126	0.06003965422
1127	0.06002604584
1128	0.06001309726
1129	0.05999252798
1130	0.05996870369
1131	0.05994575914
1132	0.05993685733
1133	0.05991809701
1134	0.05989741227
1135	0.05987504504
1136	0.05985247437
1137	0.05982799578
1138	0.05980941141
1139	0.05979515422
1140	0.05978226063
1141	0.05976689828
1142	0.05975423561
1143	0.05973554127
1144	0.05972542433
1145	0.0597060372
1146	0.0596941443
1147	0.05967964519
1148	0.0596508724
1149	0.05963176568
1150	0.05962121987
1151	0.05960584653
1152	0.05958368273
1153	0.05957268606
1154	0.05956082615
1155	0.05955012089
1156	0.05953518741
1157	0.05952039689
1158	0.05950246132
1159	0.05947785077
1160	0.05946373104
1161	0.05944293634
1162	0.05942341724
1163	0.05939893865
1164	0.05937151845
1165	0.0593561836
1166	0.05933521294
1167	0.05931562237
1168	0.05930542846
1169	0.05929156715
1170	0.05924569454
1171	0.05923310335
1172	0.05921083509
1173	0.05918671939
1174	0.05916599616
1175	0.0591543067
1176	0.05914701591
1177	0.05912519851
1178	0.05910594334
1179	0.05908666618
1180	0.05906514569
1181	0.05904294891
1182	0.0590330519
1183	0.05901629298
1184	0.05900122754
1185	0.05898314351
1186	0.05896427322
1187	0.05893906885
1188	0.05891697104
1189	0.05890386851
1190	0.05889084295
1191	0.05887537613
1192	0.05885157383
1193	0.05883664585
1194	0.05881740718
1195	0.05880853286
1196	0.0587922358
1197	0.05877969959
1198	0.05876275372
1199	0.05874567039
1200	0.05872352859
1201	0.05871022812
1202	0.05869912148
1203	0.05868454539
1204	0.05866929301
1205	0.05865657536
1206	0.05864295048
1207	0.05863146446
1208	0.05861505743
1209	0.05858940219
1210	0.05856092631
1211	0.05854298524
1212	0.05853356109
1213	0.05851627433
1214	0.05850685568
1215	0.05848818333
1216	0.05846858176
1217	0.05845514383
1218	0.05843564673
1219	0.05842159298
1220	0.05840216187
1221	0.05838992807
1222	0.05837122273
1223	0.05833306428
1224	0.05831694866
1225	0.05829844676
1226	0.05828481089
1227	0.05826704576
1228	0.05824465654
1229	0.0582239938
1230	0.05821427274
1231	0.05819915231
1232	0.05817877548
1233	0.05815617182
1234	0.05812942792
1235	0.05812076804
1236	0.05810685725
1237	0.05809197326
1238	0.05807810096
1239	0.05806238121
1240	0.05803457613
1241	0.0580240908
1242	0.05800978413
1243	0.05798990215
1244	0.05798361206
1245	0.05796373007
1246	0.05794402954
1247	0.05793180674
1248	0.05790401265
1249	0.05788725922
1250	0.05786195038
1251	0.05783832953
1252	0.05780930932
1253	0.05779435934
1254	0.05778307676
1255	0.05776890205
1256	0.05775298986
1257	0.05773415256
1258	0.05772536073
1259	0.05770813444
1260	0.05769166692
1261	0.05766723782
1262	0.05764841152
1263	0.05762928281
1264	0.05761423936
1265	0.05759410995
1266	0.05758051807
1267	0.05756014673
1268	0.05754189776
1269	0.05752681582
1270	0.05751190984
1271	0.05749954408
1272	0.05748631508
1273	0.05746391486
1274	0.05744421982
1275	0.05740733699
1276	0.05739816576
1277	0.05738036215
1278	0.05735685127
1279	0.05734331437
1280	0.05733149295
1281	0.05731157247
1282	0.05729614964
1283	0.05728453166
1284	0.05725298221
1285	0.05724285977
1286	0.05723331466
1287	0.05722181214
1288	0.05721681966
1289	0.05720449239
1290	0.05719470535
1291	0.05717415807
1292	0.05716987486
1293	0.05715251662
1294	0.0571403543
1295	0.05712404624
1296	0.05710329002
1297	0.05708760877
1298	0.05706468071
1299	0.0570557954
1300	0.05704659118
1301	0.0570366337
1302	0.05702172771
1303	0.05701097296
1304	0.05700021272
1305	0.05698403112
1306	0.05696941104
1307	0.0569563415
1308	0.0569375097
1309	0.05692640856
1310	0.05691032043
1311	0.05688617724
1312	0.05687196404
1313	0.05686065396
1314	0.05685561749
1315	0.05684015067
1316	0.05682876362
1317	0.05681290092
1318	0.0567997544
1319	0.05678804844
1320	0.05677950403
1321	0.05676791903
1322	0.05675087969
1323	0.05673936617
1324	0.0567161687
1325	0.05669563241
1326	0.05667578342
1327	0.05665690763
1328	0.05664855566
1329	0.05663699266
1330	0.05662322483
1331	0.05660171534
1332	0.05658752963
1333	0.05657794603
1334	0.05655806955
1335	0.05655304957
1336	0.05653627415
1337	0.05652117022
1338	0.05650257485
1339	0.05648738845
1340	0.05647524812
1341	0.05646199163
1342	0.05644137837
1343	0.05642158436
1344	0.05640684333
1345	0.05639761712
1346	0.05638761015
1347	0.05636587523
1348	0.05634709291
1349	0.05633384742
1350	0.05632247686
1351	0.05629738246
1352	0.05627433343
1353	0.05626031818
1354	0.05625042117
1355	0.0562331564
1356	0.05620896922
1357	0.05619128657
1358	0.05615743332
1359	0.05613872248
1360	0.05612461375
1361	0.0561148762
1362	0.05610215305
1363	0.0560900842
1364	0.05606916304
1365	0.05606275748
1366	0.05604298546
1367	0.05602817294
1368	0.05600963256
1369	0.05599770117
1370	0.05598576428
1371	0.05596916481
1372	0.05595659561
1373	0.0559381432
1374	0.05592616232
1375	0.05591374708
1376	0.05589370015
1377	0.05587993232
1378	0.05586515829
1379	0.05584783853
1380	0.0558383704
1381	0.05581798257
1382	0.05580852543
1383	0.05580331851
1384	0.05579463113
1385	0.05578632865
1386	0.05577407836
1387	0.05576768379
1388	0.05576206999
1389	0.05574705404
1390	0.05572790883
1391	0.05570084052
1392	0.05568133793
1393	0.05566614053
1394	0.05564529084
1395	0.05563309553
1396	0.05561890433
1397	0.05560365744
1398	0.05558224142
1399	0.05557203101
1400	0.05556464675
1401	0.05555185762
1402	0.05554157573
1403	0.05552760996
1404	0.05550748055
1405	0.05549914507
1406	0.05547853731
1407	0.05546779356
1408	0.05544707034
1409	0.05543163101
1410	0.05541809961
1411	0.05541063287
1412	0.05539702449
1413	0.05537773083
1414	0.05536291831
1415	0.05534884807
1416	0.05532761899
1417	0.05531608898
1418	0.05531205321
1419	0.05529973143
1420	0.05527456555
1421	0.05526267815
1422	0.0552568884
1423	0.0552473158
1424	0.05523681398
1425	0.05522196847
1426	0.05521002059
1427	0.05519698953
1428	0.05518535506
1429	0.05517294531
1430	0.05515879809
1431	0.05515049561
1432	0.05513701919
1433	0.0551237572
1434	0.05510882372
1435	0.05509974597
1436	0.05508860634
1437	0.05507324399
1438	0.05506171948
1439	0.05504142512
1440	0.05502262631
1441	0.05500594986
1442	0.05499356761
1443	0.05498568299
1444	0.05497056257
1445	0.05496111643
1446	0.05494749155
1447	0.05492704874
1448	0.05491468848
1449	0.05490647947
1450	0.05489289858
1451	0.05488385382
1452	0.05485725837
1453	0.05484962668
1454	0.0548356774
1455	0.0548247687
1456	0.0548181597
1457	0.05480226951
1458	0.05479017867
1459	0.05477429398
1460	0.05474994735
1461	0.0547332599
1462	0.0547200254
1463	0.05470029738
1464	0.05468348347
1465	0.05466633416
1466	0.05465015805
1467	0.05464061844
1468	0.05462299078
1469	0.05461160372
1470	0.05459344822
1471	0.05457339029
1472	0.05456191526
1473	0.05454694879
1474	0.0545337198
1475	0.05452129906
1476	0.05450599719
1477	0.05448368494
1478	0.05447533297
1479	0.0544659693
1480	0.05445397743
1481	0.05443964327
1482	0.05442249946
1483	0.05440679072
1484	0.05438946546
1485	0.05437920007
1486	0.05436813192
1487	0.05435666789
1488	0.05433585119
1489	0.05432477204
1490	0.05430990454
1491	0.05429653259
1492	0.05428246785
1493	0.05427182857
1494	0.05426036454
1495	0.05423872859
1496	0.05422313531
1497	0.05421044515
1498	0.05419768901
1499	0.05418459747
